,symboling,normalized-losses,make,aspiration,doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-L/100km,highway-L/100km,horsepower-binned,fuel-type-diesel,fuel-type-gas
127,2,122.0,renault,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,,9895.0,10.217391304347826,7.580645161290323,Low,False,True
128,3,150.0,saab,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11850.0,11.19047619047619,8.392857142857142,Low,False,True
129,2,104.0,saab,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,12170.0,11.19047619047619,8.392857142857142,Low,False,True
130,3,150.0,saab,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,15040.0,11.19047619047619,8.392857142857142,Low,False,True
131,2,104.0,saab,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,15510.0,11.19047619047619,8.392857142857142,Low,False,True
132,3,150.0,saab,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,18150.0,12.368421052631579,9.038461538461538,Medium,False,True
133,2,104.0,saab,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,18620.0,12.368421052631579,9.038461538461538,Medium,False,True
134,2,83.0,subaru,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,5118.0,7.580645161290323,6.527777777777778,Low,False,True
135,2,83.0,subaru,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,7053.0,9.038461538461538,7.580645161290323,Low,False,True
136,2,83.0,subaru,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,7603.0,9.038461538461538,7.580645161290323,Low,False,True
137,0,102.0,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7126.0,7.34375,6.351351351351352,Low,False,True
138,0,102.0,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,7775.0,8.392857142857142,7.121212121212121,Low,False,True
139,0,102.0,subaru,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9960.0,9.038461538461538,7.34375,Low,False,True
140,0,102.0,subaru,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9233.0,9.791666666666666,9.4,Low,False,True
141,0,102.0,subaru,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11259.0,9.791666666666666,8.10344827586207,Low,False,True
142,0,89.0,subaru,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,7463.0,8.392857142857142,7.34375,Low,False,True
143,0,89.0,subaru,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,10198.0,9.4,7.580645161290323,Low,False,True
144,0,85.0,subaru,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8013.0,10.217391304347826,8.10344827586207,Low,False,True
145,0,85.0,subaru,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11694.0,10.217391304347826,10.217391304347826,Low,False,True
146,1,87.0,toyota,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,5348.0,6.714285714285714,6.0256410256410255,Low,False,True
147,1,87.0,toyota,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6338.0,7.580645161290323,6.184210526315789,Low,False,True
148,1,74.0,toyota,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6488.0,7.580645161290323,6.184210526315789,Low,False,True
149,0,77.0,toyota,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6918.0,7.580645161290323,6.351351351351352,Low,False,True
150,0,81.0,toyota,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7898.0,8.703703703703704,7.34375,Low,False,True
151,0,91.0,toyota,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8778.0,8.703703703703704,7.34375,Low,False,True
152,0,91.0,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6938.0,7.833333333333333,6.351351351351352,Low,False,True
153,0,91.0,toyota,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7198.0,7.833333333333333,6.351351351351352,Low,False,True
154,0,91.0,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7898.0,6.911764705882353,6.527777777777778,Low,True,False
155,0,91.0,toyota,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7788.0,6.184210526315789,5.0,Low,True,False
156,0,91.0,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7738.0,6.184210526315789,5.0,Low,False,True
157,0,91.0,toyota,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8358.0,8.392857142857142,6.911764705882353,Low,False,True
158,0,91.0,toyota,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,9258.0,8.392857142857142,6.911764705882353,Low,False,True
159,1,168.0,toyota,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8058.0,8.10344827586207,6.911764705882353,Low,False,True
160,1,168.0,toyota,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8238.0,8.10344827586207,6.911764705882353,Low,False,True
161,1,168.0,toyota,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9298.0,9.038461538461538,8.10344827586207,Low,False,True
162,1,168.0,toyota,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9538.0,9.038461538461538,8.10344827586207,Low,False,True
163,2,134.0,toyota,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,8449.0,9.791666666666666,7.833333333333333,Low,False,True
164,2,134.0,toyota,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9639.0,9.791666666666666,7.833333333333333,Low,False,True
165,2,134.0,toyota,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9989.0,9.791666666666666,7.833333333333333,Low,False,True
166,2,134.0,toyota,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,11199.0,9.791666666666666,7.833333333333333,Low,False,True
167,2,134.0,toyota,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,11549.0,9.791666666666666,7.833333333333333,Low,False,True
168,2,134.0,toyota,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,17669.0,9.791666666666666,7.833333333333333,Low,False,True
169,-1,65.0,toyota,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8948.0,8.10344827586207,6.911764705882353,Low,False,True
170,-1,65.0,toyota,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,10698.0,7.833333333333333,7.121212121212121,Low,True,False
171,-1,65.0,toyota,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,9988.0,8.703703703703704,7.34375,Low,False,True
172,-1,65.0,toyota,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,10898.0,8.703703703703704,7.34375,Low,False,True
173,-1,65.0,toyota,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,11248.0,8.703703703703704,7.34375,Low,False,True
174,3,197.0,toyota,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,16558.0,11.75,9.791666666666666,Medium,False,True
175,3,197.0,toyota,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,15998.0,12.368421052631579,9.791666666666666,Medium,False,True
176,-1,90.0,toyota,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,15690.0,11.75,9.791666666666666,Medium,False,True
177,-1,122.0,toyota,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,15750.0,12.368421052631579,9.791666666666666,Medium,False,True
178,2,122.0,volkswagen,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,7775.0,6.351351351351352,5.108695652173913,Low,True,False
179,2,122.0,volkswagen,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,7975.0,8.703703703703704,6.911764705882353,Low,False,True
180,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,7995.0,6.351351351351352,5.108695652173913,Low,True,False
181,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8195.0,8.703703703703704,6.911764705882353,Low,False,True
182,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8495.0,8.703703703703704,6.911764705882353,Low,False,True
183,2,94.0,volkswagen,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,9495.0,6.351351351351352,5.595238095238095,Low,True,False
184,2,94.0,volkswagen,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9995.0,9.038461538461538,7.34375,Low,False,True
185,3,122.0,volkswagen,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,11595.0,9.791666666666666,8.10344827586207,Low,False,True
186,3,256.0,volkswagen,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9980.0,9.791666666666666,8.10344827586207,Low,False,True
187,0,122.0,volkswagen,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,13295.0,12.368421052631579,9.791666666666666,Low,False,True
188,0,122.0,volkswagen,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,13845.0,7.121212121212121,6.184210526315789,Low,True,False
189,0,122.0,volkswagen,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,12290.0,9.4,7.580645161290323,Low,False,True
190,-2,103.0,volvo,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12940.0,10.217391304347826,8.392857142857142,Low,False,True
191,-1,74.0,volvo,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,13415.0,10.217391304347826,8.392857142857142,Low,False,True
192,-2,103.0,volvo,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,15985.0,9.791666666666666,8.392857142857142,Low,False,True
193,-1,74.0,volvo,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,16515.0,9.791666666666666,8.392857142857142,Low,False,True
194,-2,103.0,volvo,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,18420.0,13.823529411764707,10.681818181818182,Medium,False,True
195,-1,74.0,volvo,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,18950.0,13.823529411764707,10.681818181818182,Medium,False,True
196,-1,95.0,volvo,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,16845.0,10.217391304347826,8.392857142857142,Low,False,True
197,-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19045.0,12.368421052631579,9.4,Medium,False,True
198,-1,95.0,volvo,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,21485.0,13.055555555555555,10.217391304347826,Medium,False,True
199,-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,22470.0,9.038461538461538,8.703703703703704,Low,True,False
200,-1,95.0,volvo,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,22625.0,12.368421052631579,9.4,Low,False,True
